City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Bataipora,BR,-22.2953,-53.2711,72.05,96,100,5.23,light rain
337,Kampong Cham,KH,11.9934,105.4635,77.67,58,21,12.39,few clouds
338,Ginir,ET,7.1333,40.7,53.17,41,14,3.47,few clouds
339,Kanchanaburi,TH,14.6333,99.1,79.2,45,10,2.98,clear sky
340,Warrnambool,AU,-38.3833,142.4833,69.01,68,15,8.93,few clouds
341,Santa Maria,BR,-29.6842,-53.8069,69.8,100,90,6.91,moderate rain
342,Marica,BR,-22.9194,-42.8186,88.0,74,0,8.05,clear sky
343,Palana,RU,59.1167,159.9667,-5.85,90,52,21.07,broken clouds
344,Namibe,AO,-15.1961,12.1522,72.9,75,97,4.92,overcast clouds
345,La Ronge,CA,55.1001,-105.2842,12.2,85,3,2.3,clear sky
346,Yamasaki,JP,35.0,134.55,46.4,100,75,4.61,fog
347,Ugoofaaru,MV,5.6667,73.0,82.09,68,97,8.93,overcast clouds
348,Marsh Harbour,BS,26.5412,-77.0636,66.7,64,100,13.2,overcast clouds
349,Bahia Honda,CU,22.9036,-83.1592,66.34,76,55,6.22,broken clouds
350,Hami,CN,42.8,93.45,22.96,83,0,5.61,clear sky
351,Walvis Bay,NA,-22.9575,14.5053,66.99,77,1,4.61,clear sky
352,Marshall,US,34.3834,-86.3333,51.01,50,75,12.66,broken clouds
353,Itarema,BR,-2.9248,-39.9167,78.62,84,99,9.48,overcast clouds
354,Meridian,US,43.6121,-116.3915,42.01,60,1,9.22,clear sky
355,Cocoa Beach,US,28.32,-80.6076,66.2,55,1,12.66,clear sky
356,Oyek,RU,52.5861,104.4556,-16.6,69,90,20.13,snow
357,Itaituba,BR,-4.2761,-55.9836,73.33,96,75,1.34,light rain
358,Uruzgan,AF,32.8333,66.0,42.24,53,66,6.02,broken clouds
359,Antofagasta,CL,-23.65,-70.4,66.2,82,20,10.36,few clouds
360,Muravlenko,RU,63.7898,74.523,-16.8,87,100,18.63,overcast clouds
361,Thamaga,BW,-24.6701,25.5397,71.6,94,75,3.44,light rain
362,Yabrud,SY,33.9674,36.6574,46.4,71,40,17.27,scattered clouds
363,Tessalit,ML,20.1986,1.0114,61.07,25,0,10.71,clear sky
364,Shenjiamen,CN,29.9576,122.298,53.94,79,72,15.17,broken clouds
365,Suez,EG,29.9737,32.5263,53.89,49,0,5.84,clear sky
366,Creel,MX,27.75,-107.6333,42.08,66,11,4.68,few clouds
367,Sur,OM,22.5667,59.5289,64.72,54,0,1.68,clear sky
368,Road Town,VG,18.4167,-64.6167,77.0,83,40,10.36,scattered clouds
369,Nagato,JP,34.3833,131.2,50.0,76,20,2.3,few clouds
370,Grand Gaube,MU,-20.0064,57.6608,77.0,85,2,1.99,clear sky
371,Bandarbeyla,SO,9.4942,50.8122,74.1,72,97,15.93,overcast clouds
372,Sarankhola,BD,22.3082,89.7897,58.77,36,0,4.29,clear sky
373,Byron Bay,AU,-28.65,153.6167,80.6,69,90,12.66,overcast clouds
374,Sola,VU,-13.8833,167.55,87.8,70,75,6.91,broken clouds
375,Labuhan,ID,-6.8844,112.2051,81.43,80,99,8.08,overcast clouds
376,Alice Springs,AU,-23.7,133.8833,93.99,20,78,16.11,broken clouds
377,Koroni,GR,36.8,21.95,51.01,100,98,3.44,overcast clouds
378,Coos Bay,US,43.3665,-124.2179,51.01,100,90,6.15,overcast clouds
379,Nikki,BJ,9.9401,3.2108,71.56,21,0,6.15,clear sky
380,Kapuskasing,CA,49.4169,-82.4331,-4.0,84,0,3.44,clear sky
381,Nuevo Progreso,MX,23.1667,-97.95,73.0,62,32,6.98,scattered clouds
382,Halmstad,SE,56.6745,12.8568,33.01,93,90,3.44,overcast clouds
383,Olds,CA,51.7834,-114.102,23.0,85,0,6.91,clear sky
384,Socorro,US,31.6546,-106.3033,53.6,17,1,5.75,clear sky
385,Kruisfontein,ZA,-34.0033,24.7314,57.99,91,0,1.01,clear sky
386,Yuscaran,HN,13.9333,-86.85,69.8,64,40,6.91,scattered clouds
387,Eagle,US,43.6954,-116.354,42.01,60,1,9.22,clear sky
388,Pimampiro,EC,0.4,-77.9667,57.0,67,84,6.76,broken clouds
389,San Patricio,US,28.017,-97.5169,73.4,88,1,17.27,clear sky
390,Concepcion,CL,-36.827,-73.0498,59.0,100,0,4.61,clear sky
391,Tual,ID,-5.6667,132.75,83.57,75,49,13.42,scattered clouds
392,Pochutla,MX,15.7432,-96.4661,78.01,81,5,1.01,clear sky
393,Altos Del Rosario,CO,8.7944,-74.1658,79.18,55,44,2.62,scattered clouds
394,Henties Bay,NA,-22.116,14.2845,66.99,84,43,4.0,scattered clouds
395,Tyup,KG,42.7276,78.3648,16.95,75,68,3.06,broken clouds
396,Alofi,NU,-19.0595,-169.9187,80.6,78,90,10.36,light rain
397,Daru,PG,-9.0763,143.2092,83.89,68,100,13.8,overcast clouds
398,Am Timan,TD,11.0297,20.2827,68.25,24,0,6.29,clear sky
399,Matadi,CD,-5.8167,13.45,76.12,89,100,1.57,overcast clouds
400,Aljezur,PT,37.3191,-8.8033,55.0,100,100,1.01,overcast clouds
401,Ngorongoro,TZ,-3.2397,35.4875,49.66,100,66,3.78,broken clouds
402,Puerto Leguizamo,CO,-0.1934,-74.7819,78.01,61,57,2.06,broken clouds
403,Manapparai,IN,10.6,78.4167,73.4,88,40,4.61,mist
404,Taft,IR,31.7471,54.2088,41.4,52,0,5.48,clear sky
405,Waipawa,NZ,-41.4122,175.5153,69.01,67,0,14.97,clear sky
406,Porto Nacional,BR,-10.7081,-48.4172,77.0,88,40,0.94,scattered clouds
407,Hokitika,NZ,-42.7167,170.9667,63.1,63,0,8.93,clear sky
408,Geraldton,AU,-28.7667,114.6,98.6,22,0,12.66,clear sky
409,Aldan,RU,58.6031,125.3894,-34.64,81,94,0.87,overcast clouds
410,Saint George,US,37.1041,-113.5841,46.0,65,1,3.44,clear sky
411,Espita,MX,21.0167,-88.3167,69.31,78,100,5.61,overcast clouds
412,Omsukchan,RU,62.5333,155.8,-29.43,81,100,11.7,overcast clouds
413,Meulaboh,ID,4.1363,96.1285,78.91,75,66,3.24,broken clouds
414,Obzor,BG,42.8167,27.8833,37.0,93,0,1.14,clear sky
415,Kamina,CD,-8.7386,24.9906,63.46,95,100,2.15,overcast clouds
416,Krasnogvardeyskoye,RU,45.8456,41.5186,37.38,87,100,11.3,light rain
417,Vostok,RU,46.4856,135.8833,-9.56,84,4,5.19,clear sky
418,Ormond Beach,US,29.2858,-81.0559,62.01,82,20,13.22,few clouds
419,Khasan,RU,42.4308,130.6434,11.57,85,84,4.32,broken clouds
420,Bezhetsk,RU,57.7851,36.6965,14.58,97,93,8.97,overcast clouds
421,Benalla,AU,-36.55,145.9833,80.6,36,0,8.05,clear sky
422,Port Hedland,AU,-20.3167,118.5667,91.4,52,90,16.11,overcast clouds
423,Altay,CN,47.8667,88.1167,8.8,75,0,2.82,clear sky
424,Kupang,ID,-10.1667,123.5833,82.4,83,75,18.41,broken clouds
425,Dobrovice,CZ,50.3693,14.9623,25.0,99,52,3.53,broken clouds
426,Elko,US,41.0002,-115.5012,30.99,72,0,5.01,clear sky
427,Ponta Delgada,PT,37.7333,-25.6667,63.0,88,75,16.11,broken clouds
428,Eufaula,US,31.8913,-85.1455,53.6,58,1,6.91,clear sky
429,Homer,US,59.6425,-151.5483,28.4,69,1,4.88,clear sky
430,Chifeng,CN,42.2683,118.9636,17.64,92,100,2.39,overcast clouds
431,Saint Anthony,US,45.0205,-93.218,32.0,86,90,6.91,overcast clouds
432,Celestun,MX,20.8667,-90.4,73.72,70,96,10.33,overcast clouds
433,Taseyevo,RU,57.2169,94.8978,-40.97,77,0,1.72,clear sky
434,San Cristobal,VE,7.7669,-72.225,65.12,73,89,1.41,overcast clouds
435,Buraydah,SA,26.326,43.975,46.4,76,0,5.75,clear sky
436,Chumikan,RU,54.7183,135.315,-14.49,79,0,27.07,clear sky
437,Belgrade,RS,44.804,20.4651,48.0,70,0,1.14,clear sky
438,Muroto,JP,33.2833,134.15,46.4,61,40,3.44,scattered clouds
439,Natal,BR,-5.795,-35.2094,78.8,83,20,5.75,few clouds
440,Asuncion,PY,-25.3007,-57.6359,84.2,79,75,2.3,broken clouds
441,Ahipara,NZ,-35.1667,173.1667,71.69,51,0,5.64,clear sky
442,Rurrenabaque,BO,-14.4413,-67.5278,75.2,85,89,2.06,overcast clouds
443,Aleksandrovskoye,RU,44.7142,43.0008,35.6,93,75,15.66,broken clouds
444,Azacualpa,HN,15.3433,-88.5514,75.99,100,75,1.3,broken clouds
445,Mwanza,TZ,-2.5167,32.9,69.51,72,36,2.37,scattered clouds
446,Cleburne,US,32.3476,-97.3867,63.0,25,40,9.22,haze
447,Olafsvik,IS,64.8945,-23.7142,22.86,89,30,16.67,scattered clouds
448,Ife,NG,7.4667,4.5667,70.86,98,2,1.16,clear sky
449,Encruzilhada,BR,-15.5314,-40.9094,65.21,94,7,4.74,light rain
450,Inhambane,MZ,-23.865,35.3833,77.86,84,2,5.84,clear sky
451,Mustasaari,FI,63.1142,21.6822,19.99,93,90,2.3,light snow
452,Rabat,MA,33.9911,-6.8401,57.0,100,75,5.14,broken clouds
453,Valparaiso,CL,-33.0393,-71.6273,66.0,86,95,3.71,overcast clouds
454,Binzhou,CN,37.3667,118.0167,53.01,38,0,1.99,clear sky
455,Campbell River,CA,50.0163,-125.2446,44.01,93,90,11.5,overcast clouds
456,Prince George,CA,53.9166,-122.753,24.8,80,75,1.25,broken clouds
457,Quijingue,BR,-10.7525,-39.2092,73.06,80,100,7.09,overcast clouds
458,Belmonte,BR,-15.8631,-38.8828,78.8,78,40,8.05,scattered clouds
459,Mitzic,GA,0.7821,11.549,69.37,97,100,3.22,overcast clouds
460,Port Blair,IN,11.6667,92.75,81.86,71,28,9.66,scattered clouds
461,Tazovskiy,RU,67.4667,78.7,-25.28,84,100,16.26,overcast clouds
462,Cap Malheureux,MU,-19.9842,57.6142,77.0,85,3,1.99,clear sky
463,Ileza,RU,61.0533,43.9002,16.52,97,100,8.55,overcast clouds
464,Caloundra,AU,-26.8,153.1333,82.99,72,12,8.99,few clouds
465,Forio,IT,40.7342,13.8646,57.99,93,100,8.01,light rain
466,Rolandia,BR,-23.3097,-51.3692,69.8,100,90,9.22,light rain
467,Kulhudhuffushi,MV,6.6221,73.07,81.66,65,11,5.91,few clouds
468,Nuuk,GL,64.1835,-51.7216,17.6,86,20,12.66,few clouds
469,Casa Grande,US,32.8795,-111.7573,55.99,66,1,4.61,clear sky
470,Pringsewu,ID,-5.3582,104.9744,77.9,83,76,3.11,broken clouds
471,Beyla,GN,8.6833,-8.6333,68.02,34,0,2.46,clear sky
472,Tommot,RU,58.9564,126.2925,-36.49,78,79,0.31,broken clouds
473,West Bay,KY,19.3667,-81.4167,77.0,73,20,10.36,few clouds
474,Katsuura,JP,35.1333,140.3,51.01,43,20,11.5,few clouds
475,Fairbanks,US,64.8378,-147.7164,-2.2,77,90,0.65,light snow
476,Coachella,US,33.6803,-116.1739,62.01,41,1,1.52,clear sky
477,Yeppoon,AU,-23.1333,150.7333,87.8,51,40,14.97,scattered clouds
478,Hualmay,PE,-11.0964,-77.6139,71.17,77,78,8.72,broken clouds
479,Toribio,CO,2.9548,-76.2684,77.0,65,0,8.05,clear sky
480,Diego De Almagro,CL,-26.3667,-70.05,59.5,53,0,0.51,clear sky
481,Adrar,MR,20.5022,-10.0711,64.4,26,47,7.36,scattered clouds
482,Port Augusta,AU,-32.5,137.7667,71.6,60,100,16.11,overcast clouds
483,Opuwo,NA,-18.0607,13.84,69.82,58,100,3.24,light rain
484,Quelimane,MZ,-17.8786,36.8883,78.8,94,75,1.05,broken clouds
485,Cururupu,BR,-1.8283,-44.8683,76.96,88,100,3.58,overcast clouds
486,Maxixe,MZ,-23.8597,35.3472,76.71,83,0,4.34,clear sky
487,Baijiantan,CN,45.6333,85.1833,4.28,93,17,1.72,few clouds
488,Gilgit,PK,35.9221,74.3087,23.5,51,0,2.68,clear sky
489,El Dovio,CO,4.5079,-76.2362,71.6,73,20,2.3,few clouds
490,Muyezerskiy,RU,63.9333,31.65,13.53,97,100,3.13,overcast clouds
491,Altamont,US,42.2068,-121.7372,37.4,70,90,13.8,overcast clouds
492,Wakkanai,JP,45.4094,141.6739,23.0,74,75,23.02,snow
493,Etchoropo,MX,26.7667,-109.6667,64.99,68,0,1.99,clear sky
494,Tateyama,JP,34.9833,139.8667,52.0,57,20,5.75,few clouds
495,Coahuayana,MX,18.7333,-103.6833,78.8,65,1,9.22,clear sky
496,San Lorenzo,PY,-25.3333,-57.5333,84.2,79,75,4.61,broken clouds
497,Silleda,ES,42.696,-8.2465,52.0,100,75,6.91,moderate rain
498,Kajaani,FI,64.2273,27.7285,17.6,93,40,3.44,light snow
499,Taoudenni,ML,22.6783,-3.9836,64.67,26,1,5.48,clear sky
500,Narsaq,GL,60.9167,-46.05,39.2,30,75,28.77,broken clouds
501,Pilar,BR,-9.5972,-35.9567,75.2,94,40,3.44,scattered clouds
502,Ginda,IN,30.6945,78.4932,38.43,43,0,5.21,clear sky
503,Haverfordwest,GB,51.8017,-4.9691,37.4,75,87,8.05,overcast clouds
504,Arrifes,PT,37.7667,-25.7,63.0,88,75,16.11,broken clouds
505,Luwuk,ID,-0.9516,122.7875,85.68,56,100,1.66,overcast clouds
506,Namatanai,PG,-3.6667,152.4333,84.58,66,100,13.51,overcast clouds
507,Maridi,SS,4.9158,29.4742,70.43,25,22,4.65,few clouds
508,Vanavara,RU,60.34,102.2797,-40.9,79,26,2.59,scattered clouds
509,Galt,US,38.2546,-121.3,55.4,58,90,6.53,overcast clouds
510,Znamenskoye,RU,57.1281,73.8282,1.62,93,100,10.83,overcast clouds
511,Charleston,US,32.7766,-79.9309,51.01,71,75,8.05,broken clouds
512,Baykit,RU,61.67,96.37,-34.94,76,0,1.39,clear sky
513,Bereda,ES,43.2686,-7.5406,48.99,91,100,7.0,overcast clouds
514,San Andres,CO,12.5847,-81.7006,80.6,74,20,16.11,few clouds
515,Korla,CN,41.7597,86.1469,18.82,85,0,4.29,clear sky
516,Manado,ID,1.487,124.8455,78.8,89,75,9.22,broken clouds
517,Dubti,ET,11.7361,41.0853,65.12,71,0,4.68,clear sky
518,Keti Bandar,PK,24.1447,67.4497,64.47,78,0,7.25,clear sky
519,Quthing,LS,-30.4,27.7003,61.18,54,0,1.83,clear sky
520,Riyadh,SA,24.6877,46.7219,50.0,50,0,5.75,clear sky
521,Chapais,CA,49.7834,-74.8492,-5.8,84,90,5.75,overcast clouds
522,Kankon,IN,15.0167,74.0167,71.6,83,20,8.05,mist
523,Pavlohrad,UA,48.5167,35.8667,39.0,93,75,13.42,broken clouds
524,Wauconda,US,42.2589,-88.1393,30.0,94,100,11.01,snow
525,Dalian,CN,38.9122,121.6022,39.2,87,75,11.18,broken clouds
526,Aanekoski,FI,62.6946,25.818,18.0,100,90,4.61,light snow
527,Boundiali,CI,9.5217,-6.4869,70.45,22,5,3.13,clear sky
528,Cabatuan,PH,10.8794,122.486,79.5,75,85,18.1,overcast clouds
529,Wajima,JP,37.4,136.9,33.8,80,75,6.91,light snow
530,Yabelo,ET,4.8833,38.0833,54.37,41,47,8.08,scattered clouds
531,Pisco,PE,-13.7,-76.2167,69.8,73,0,14.97,clear sky
532,Ushtobe,KZ,45.2514,77.9838,12.38,82,63,0.83,broken clouds
533,Itupiranga,BR,-5.1347,-49.3267,73.87,94,100,4.03,moderate rain
534,Arlit,NE,18.7369,7.3853,59.61,27,0,6.91,clear sky
535,Kuytun,RU,54.3419,101.5036,-33.99,81,25,7.54,scattered clouds
536,Nadym,RU,65.5333,72.5167,-15.93,87,100,20.27,overcast clouds
537,Aykhal,RU,66.0,111.5,-33.29,81,100,11.9,overcast clouds
538,Genhe,CN,50.7833,121.5167,-16.38,83,90,0.02,overcast clouds
539,Constantine,DZ,36.365,6.6147,51.8,76,75,17.27,broken clouds
540,Ramet,RO,46.3,23.5333,35.6,93,90,2.3,overcast clouds
541,Devli,IN,25.75,75.3833,45.23,53,0,1.95,clear sky
542,Usagara,TZ,-2.6833,33.0,65.61,83,45,3.78,scattered clouds
543,Mkokotoni,TZ,-5.8767,39.2547,78.37,85,63,12.19,broken clouds
544,Sokolo,ML,14.7328,-6.1219,66.94,22,44,10.07,scattered clouds
545,Matamoros,MX,25.5333,-103.25,82.4,16,1,5.64,clear sky
546,Baghdad,IQ,33.3406,44.4009,42.8,75,0,5.75,clear sky
547,Santa Fe,AR,-31.6333,-60.7,69.01,81,84,4.0,broken clouds
548,Nouadhibou,MR,20.931,-17.0347,66.2,63,0,19.57,clear sky
549,Lamu,KE,-2.2717,40.902,75.29,88,0,10.25,clear sky
550,Porto Santo,PT,33.072,-16.3415,57.2,94,0,4.79,clear sky
551,Leshukonskoye,RU,64.8989,45.7622,19.69,98,100,5.79,light snow
552,Coari,BR,-4.085,-63.1414,75.42,96,99,2.35,overcast clouds
553,Nenjiang,CN,49.1833,125.2167,-12.71,88,100,6.73,overcast clouds
554,Maneadero,MX,31.7167,-116.5667,57.0,80,43,1.99,scattered clouds
555,Leningradskiy,RU,69.3833,178.4167,-27.11,82,0,4.34,clear sky
556,Kota Tinggi,MY,1.7381,103.8999,80.6,74,75,11.5,broken clouds
557,Apatou,GF,5.155,-54.3472,74.16,96,100,3.74,overcast clouds
558,Anadyr,RU,64.75,177.4833,-2.2,78,75,22.37,snow
559,Timra,SE,62.487,17.3257,10.0,78,100,9.22,overcast clouds
560,Hervey Bay,AU,-25.2986,152.8535,88.0,45,40,14.97,scattered clouds
561,Dekalb,US,33.7504,-84.2333,44.01,61,1,8.05,clear sky
562,Oeiras Do Para,BR,-2.0031,-49.8544,75.33,93,100,2.8,moderate rain
563,Necochea,AR,-38.5473,-58.7368,57.99,69,89,11.52,overcast clouds
564,Maceio,BR,-9.6658,-35.7353,75.2,94,40,3.44,scattered clouds
565,Chemal,RU,51.4111,86.005,12.92,87,0,5.32,clear sky
566,Mweka,CD,-4.85,21.5667,69.62,100,100,4.25,light rain
567,Manavalakurichi,IN,8.1333,77.3,78.8,89,20,6.04,mist
568,Edson,CA,53.5835,-116.4356,12.2,92,1,2.04,clear sky
569,Eureka,US,40.8021,-124.1637,53.01,87,90,4.61,overcast clouds
570,Tambovka,RU,50.0969,128.0489,-29.2,75,20,2.24,few clouds
571,Neiafu,TO,-18.65,-173.9833,77.0,94,90,9.22,light rain
572,Qaqortoq,GL,60.7167,-46.0333,39.2,30,75,28.77,broken clouds
573,Ballina,AU,-28.8667,153.5667,80.6,69,90,12.66,overcast clouds
574,Yokadouma,CM,3.5167,15.05,68.59,90,100,2.51,overcast clouds
575,Ocampo,MX,21.65,-101.5,61.41,32,0,6.26,clear sky
576,Yanam,IN,16.7333,82.2167,75.2,78,30,6.91,mist
577,Njombe,TZ,-9.3333,34.7667,55.29,95,100,2.17,overcast clouds
578,Nemuro,JP,43.3236,145.575,21.2,68,20,6.91,few clouds
579,Weligama,LK,5.9667,80.4167,77.63,84,73,3.42,broken clouds
580,Port Hardy,CA,50.6996,-127.4199,46.4,87,90,13.8,light rain
581,Kasempa,ZM,-13.4584,25.8338,63.72,92,94,2.48,light rain
582,Turayf,SA,31.6725,38.6637,39.2,81,0,13.8,clear sky
583,Biak,ID,-0.9131,122.8766,82.85,62,100,0.38,overcast clouds
584,Hay River,CA,60.8156,-115.7999,-14.8,76,5,2.3,clear sky
585,Yuanping,CN,38.7153,112.7575,32.85,73,0,1.45,clear sky
586,Hwange,ZW,-18.3693,26.5019,68.05,91,100,2.39,overcast clouds
587,Galle,LK,6.0367,80.217,77.76,85,91,5.03,overcast clouds
588,Ulundi,ZA,-28.3352,31.4162,70.34,94,96,2.19,light rain
589,Ojinaga,MX,29.5667,-104.4167,60.8,31,1,5.75,clear sky
590,Okhotsk,RU,59.3833,143.3,-7.13,81,0,17.49,clear sky
591,Tahoua,NE,14.8888,5.2692,65.14,23,34,11.48,scattered clouds
592,Calama,CL,-22.4667,-68.9333,59.0,17,0,8.05,clear sky
593,Adeje,ES,28.1227,-16.726,64.4,72,20,11.5,few clouds
594,Berbera,SO,10.4396,45.0143,73.29,75,71,4.07,broken clouds
595,Kenora,CA,49.8167,-94.4337,23.0,93,90,4.61,light snow
596,Kargil,IN,34.5667,76.1,-13.63,72,0,1.79,clear sky
597,Aden,YE,12.7794,45.0367,74.1,74,39,8.16,scattered clouds
598,Sandnessjoen,NO,66.0217,12.6316,23.0,80,75,4.61,broken clouds
599,Todos Santos,MX,23.45,-110.2167,69.01,82,21,5.01,few clouds
600,Santa Rosa,PH,14.3122,121.1114,81.0,61,40,2.3,scattered clouds
601,Srandakan,ID,-7.9386,110.2506,83.41,71,100,1.81,overcast clouds
602,Khuzdar,PK,27.7384,66.6434,50.54,41,0,3.89,clear sky
603,Ha Giang,VN,22.8333,104.9833,61.38,84,100,1.97,overcast clouds
604,Acajutiba,BR,-11.6622,-38.0172,72.27,92,98,4.0,overcast clouds
605,Adelaide,AU,-34.9333,138.6,80.01,43,0,6.91,clear sky
606,Gualaco,HN,15.05,-86.05,73.4,68,20,3.44,few clouds
607,Romny,UA,50.751,33.4747,32.11,99,100,12.8,snow
608,Chaohu,CN,31.6,117.8667,54.0,57,0,4.47,clear sky
609,Witu,KE,-2.3889,40.4382,72.05,93,0,4.83,clear sky
610,Marfino,RU,55.7028,37.3822,26.01,86,100,4.47,light snow
611,Nha Trang,VN,12.25,109.1833,78.8,57,40,8.05,scattered clouds
612,Januaria,BR,-15.4833,-44.3667,73.62,59,46,2.15,scattered clouds
613,Auki,SB,-8.7676,160.7034,82.99,81,100,14.03,overcast clouds
614,Agadez,NE,19.75,10.25,51.91,38,0,2.17,clear sky
615,Tecolutla,MX,20.4833,-97.0167,71.6,94,1,9.22,clear sky
616,Broome,US,42.2506,-75.833,12.2,79,1,10.36,clear sky
617,Vallenar,CL,-28.5708,-70.7581,64.67,63,0,0.6,clear sky
618,Sulangan,PH,11.1373,123.7228,79.61,76,98,17.94,overcast clouds
619,Khandyga,RU,62.6667,135.6,-45.99,76,74,0.76,broken clouds
620,Santo Anastacio,BR,-21.8383,-51.6103,71.6,94,100,8.05,light rain
621,Thinadhoo,MV,0.5333,72.9333,81.79,77,14,11.63,few clouds
622,Kholm,RU,59.2667,32.85,21.9,98,96,5.95,overcast clouds
623,Coihaique,CL,-45.5752,-72.0662,60.8,48,0,8.05,clear sky
624,Redmond,US,47.674,-122.1215,46.0,91,100,7.76,overcast clouds
625,Sarkikaraagac,TR,38.0794,31.3664,35.4,87,67,3.49,broken clouds
626,Fortuna,US,40.5982,-124.1573,53.01,87,90,21.85,light rain
627,Milkovo,RU,54.7167,158.6167,12.09,93,100,9.46,light snow
628,Russell,US,32.3502,-85.1999,51.01,76,1,6.33,clear sky
629,Jintur,IN,19.6167,76.7,63.64,39,0,6.17,clear sky
630,Dublin,US,37.7021,-121.9358,55.0,66,90,3.44,overcast clouds
631,Moose Factory,CA,51.2585,-80.6094,-11.2,77,1,2.3,clear sky
632,Alyangula,AU,-13.8483,136.4192,87.8,70,1,9.22,clear sky
633,Plettenberg Bay,ZA,-34.0527,23.3716,64.83,76,0,4.61,clear sky
634,Lethem,GY,3.3803,-59.7968,79.23,73,46,12.35,scattered clouds
635,Guozhen,CN,34.3659,107.359,45.79,44,99,1.19,overcast clouds
636,Cherskiy,RU,68.75,161.3,-34.73,83,0,1.45,clear sky
637,Denpasar,ID,-8.65,115.2167,84.2,79,40,12.66,scattered clouds
638,Luderitz,NA,-26.6481,15.1594,64.49,65,0,18.01,clear sky
639,Helena,US,46.5927,-112.0361,33.8,51,75,5.39,broken clouds
640,Finnsnes,NO,69.2296,17.9811,-2.2,84,100,3.18,overcast clouds
641,Tynda,RU,55.1667,124.7167,-31.13,81,92,0.98,overcast clouds
642,Shahrud,IR,36.4182,54.9763,35.78,79,3,3.42,clear sky
643,Batagay-Alyta,RU,67.8006,130.4114,-34.8,81,89,2.64,overcast clouds
644,Asosa,ET,10.0667,34.5333,62.56,46,46,6.91,scattered clouds
645,Beira,MZ,-19.8436,34.8389,78.8,89,20,4.61,few clouds
646,La Paz,BO,-16.5,-68.15,47.46,73,100,8.12,overcast clouds
647,Marsa Matruh,EG,31.3525,27.2453,60.08,59,0,13.76,clear sky
648,Naberera,TZ,-4.2,36.9333,60.98,91,96,4.68,overcast clouds
649,Tiarei,PF,-17.5333,-149.3333,84.0,74,75,19.57,light rain
650,Buchanan,LR,5.8808,-10.0467,75.2,94,40,5.61,mist
651,Saint-Francois,FR,46.4154,3.9054,44.01,93,90,4.61,overcast clouds
652,Rosetta,EG,31.4044,30.4164,60.44,64,0,18.41,clear sky
653,Madang,PG,-5.2246,145.7966,85.37,78,49,4.7,scattered clouds
654,Hurghada,EG,27.2574,33.8129,55.92,51,0,7.16,clear sky
655,Egvekinot,RU,66.3167,-179.1667,-21.14,84,100,11.03,overcast clouds
656,Sobolevo,RU,54.4299,31.8996,16.81,97,100,5.06,light snow
657,Colac,AU,-38.3333,143.5833,69.01,64,11,1.99,few clouds
658,Hede,CN,33.7681,120.2517,50.23,48,92,6.87,overcast clouds
659,Grindavik,IS,63.8424,-22.4338,19.4,79,0,6.91,clear sky
660,Vila Franca Do Campo,PT,37.7167,-25.4333,63.0,88,75,16.11,broken clouds
661,Wellington,NZ,-41.2866,174.7756,69.01,67,0,14.97,clear sky
662,Huarmey,PE,-10.0681,-78.1522,71.31,74,70,6.73,broken clouds
663,Sayat,TM,38.7839,63.8803,46.4,46,100,6.91,haze
664,Vaitape,PF,-16.5167,-151.75,82.02,69,51,8.77,broken clouds
665,Chara,RU,56.9064,118.2631,-26.3,81,100,1.52,overcast clouds
666,Huangchuan,CN,32.1272,115.0394,51.87,57,58,6.26,light rain
667,Tairua,NZ,-37.0167,175.85,71.01,57,0,10.0,clear sky
668,Viedma,AR,-40.8135,-62.9967,57.99,64,64,8.9,broken clouds
669,Ouadda,CF,8.0777,22.4007,69.42,23,41,6.98,scattered clouds
670,Chebsara,RU,59.2002,38.8356,17.31,97,100,9.19,snow
671,Deniliquin,AU,-35.5333,144.9667,81.0,40,0,4.47,clear sky
672,Kango,GA,0.1943,10.0951,73.87,96,100,0.78,overcast clouds
673,Rodas,CU,22.3408,-80.5572,68.0,77,61,9.22,light rain
