City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
389,Pangai,-19.8,-174.35,77.0,94,90,12.66,TO,2021-01-29 22:37:43
390,Mago,53.2514,140.1822,-4.63,91,100,3.11,RU,2021-01-29 22:37:43
391,Catuday,16.2923,119.8062,72.41,75,32,12.91,PH,2021-01-29 22:37:43
392,Muros,42.7762,-9.0603,57.99,83,98,11.99,ES,2021-01-29 22:37:43
393,Kjollefjord,70.9457,27.3465,21.2,79,0,6.91,NO,2021-01-29 22:37:43
394,Adzope,6.1069,-3.8619,76.08,87,27,4.16,CI,2021-01-29 22:37:43
395,Pareora,-44.4871,171.2132,61.0,54,27,5.46,NZ,2021-01-29 22:37:43
396,Stornoway,58.2093,-6.3865,37.4,75,0,8.05,GB,2021-01-29 22:37:44
397,Rio Grande,-32.035,-52.0986,79.0,90,61,2.35,BR,2021-01-29 22:37:44
398,San Quintin,30.4833,-115.95,59.67,63,40,14.2,MX,2021-01-29 22:37:44
399,Villa Maria,-32.4075,-63.2402,85.01,42,18,0.72,AR,2021-01-29 22:37:44
400,Hornepayne,49.2138,-84.7705,1.81,94,100,4.05,CA,2021-01-29 22:37:44
401,Kadhan,24.481,68.9859,54.16,38,0,5.53,PK,2021-01-29 22:37:44
402,Ucluelet,48.9329,-125.5528,45.0,87,90,16.11,CA,2021-01-29 22:37:37
403,Ubatuba,-23.4339,-45.0711,82.4,61,40,4.61,BR,2021-01-29 22:33:27
404,Taiyuan,37.8694,112.5603,17.6,57,0,2.24,CN,2021-01-29 22:37:45
405,Gonaives,19.45,-72.6833,74.28,75,47,9.37,HT,2021-01-29 22:37:45
406,Chabua,27.4825,95.1736,59.95,52,78,1.32,IN,2021-01-29 22:37:45
407,Beya,53.0533,90.9139,23.07,94,98,17.83,RU,2021-01-29 22:37:45
408,Jatiroto,-7.8833,111.1167,73.06,90,100,1.14,ID,2021-01-29 22:37:45
409,Adrar,20.5022,-10.0711,67.14,23,0,10.25,MR,2021-01-29 22:37:45
410,Haines Junction,60.7522,-137.5108,-2.2,71,100,1.52,CA,2021-01-29 22:37:45
411,Akhmim,26.5622,31.745,50.0,62,0,4.61,EG,2021-01-29 22:37:45
412,Praya,14.9215,-23.5087,73.4,56,75,19.57,CV,2021-01-29 22:33:46
413,Sfantu Gheorghe,45.8667,25.7833,37.0,92,100,1.39,RO,2021-01-29 22:37:46
414,Cartagena,10.3997,-75.5144,80.6,74,0,11.5,CO,2021-01-29 22:35:13
415,Marsh Harbour,26.5412,-77.0636,65.86,66,88,16.06,BS,2021-01-29 22:35:15
416,Skegness,53.1436,0.3363,43.0,93,75,11.5,GB,2021-01-29 22:33:57
417,Kontagora,10.3999,5.4695,77.9,17,8,8.63,NG,2021-01-29 22:37:46
418,Yengema,8.7167,-11.1667,74.3,68,17,2.35,SL,2021-01-29 22:37:46
419,Bosaso,11.2842,49.1816,71.51,79,2,2.62,SO,2021-01-29 22:37:46
420,Verkhovazhye,60.7472,42.0465,16.66,96,99,6.42,RU,2021-01-29 22:37:47
421,Batagay-Alyta,67.8006,130.4114,-30.06,82,100,1.59,RU,2021-01-29 22:37:47
422,Labuan,5.2767,115.2417,77.0,88,20,2.3,MY,2021-01-29 22:37:47
423,Smithers,54.7804,-127.1743,15.8,67,75,10.36,CA,2021-01-29 22:34:06
424,Samana,19.2056,-69.3369,75.2,94,40,5.28,DO,2021-01-29 22:37:47
425,Kalia,23.0396,89.6328,58.44,48,6,7.99,BD,2021-01-29 22:37:48
426,Monze,-16.2833,27.4833,65.68,95,100,1.66,ZM,2021-01-29 22:37:48
427,Christchurch,-43.5333,172.6333,63.0,63,90,9.22,NZ,2021-01-29 22:37:48
428,Hastings,50.8552,0.5729,45.0,81,96,3.0,GB,2021-01-29 22:37:48
429,Fayetteville,35.0527,-78.8784,43.0,28,1,5.75,US,2021-01-29 22:33:10
430,Myski,53.709,87.8014,21.65,96,100,12.21,RU,2021-01-29 22:37:48
431,Devils Lake,48.1128,-98.8651,19.99,93,90,16.11,US,2021-01-29 22:37:48
432,Krasnoselkup,65.7,82.4667,-31.59,79,46,4.92,RU,2021-01-29 22:37:49
433,Kupino,54.3663,77.2981,10.74,96,100,5.64,RU,2021-01-29 22:37:49
434,Hammerfest,70.6634,23.6821,17.6,73,40,12.66,NO,2021-01-29 22:37:49
435,Ilulissat,69.2167,-51.1,-0.4,55,0,8.05,GL,2021-01-29 22:37:49
436,Ylivieska,64.0833,24.55,25.0,92,100,7.54,FI,2021-01-29 22:37:49
437,Riosucio,5.4216,-75.7032,80.6,57,40,9.22,CO,2021-01-29 22:37:49
438,Bud,39.447,-86.1758,32.0,64,9,5.77,US,2021-01-29 22:37:50
439,Remiremont,48.0175,6.5882,44.6,93,90,6.91,FR,2021-01-29 22:37:50
440,Mianyang,31.4593,104.7542,42.55,76,84,2.19,CN,2021-01-29 22:37:50
441,Fagersta,60.0042,15.7932,8.01,85,87,4.05,SE,2021-01-29 22:37:50
442,Hof,50.3167,11.9167,37.99,94,95,15.01,DE,2021-01-29 22:37:50
443,Matara,5.9485,80.5353,74.82,88,83,2.66,LK,2021-01-29 22:37:50
444,Camacha,33.0833,-16.3333,62.6,77,40,5.75,PT,2021-01-29 22:37:50
445,Qingdao,36.0986,120.3719,37.99,86,0,2.24,CN,2021-01-29 22:37:50
446,Atambua,-9.1061,124.8925,75.6,89,100,8.43,ID,2021-01-29 22:37:51
447,Port Hawkesbury,45.6169,-61.3485,26.01,74,1,2.3,CA,2021-01-29 22:37:51
448,Killybegs,54.6333,-8.45,42.01,93,100,13.0,IE,2021-01-29 22:37:51
449,Cairns,-16.9167,145.7667,82.0,83,40,10.36,AU,2021-01-29 22:37:51
450,Murgab,37.4966,61.9714,42.8,61,90,4.21,TM,2021-01-29 22:37:51
451,Oistins,13.0667,-59.5333,77.0,78,40,13.8,BB,2021-01-29 22:37:51
452,Xiongyue,40.1774,122.1228,15.78,91,0,10.38,CN,2021-01-29 22:37:52
453,Velikooktyabrskiy,57.4333,33.8159,24.96,98,97,5.46,RU,2021-01-29 22:37:52
454,Mandera,3.9366,41.867,77.95,25,6,10.25,KE,2021-01-29 22:37:52
455,Maceio,-9.6658,-35.7353,75.2,94,75,2.3,BR,2021-01-29 22:36:56
456,Okha,53.5739,142.9478,-6.09,89,99,9.37,RU,2021-01-29 22:37:52
457,Nyurba,63.2842,118.3319,-49.05,76,87,2.06,RU,2021-01-29 22:37:52
458,Zaysan,47.4667,84.8667,-0.08,89,84,0.76,KZ,2021-01-29 22:37:52
459,Katsuura,35.1333,140.3,36.0,48,20,17.27,JP,2021-01-29 22:37:53
460,Waingapu,-9.6567,120.2641,79.27,83,88,11.01,ID,2021-01-29 22:37:27
461,Broome,42.2506,-75.833,15.01,72,75,8.05,US,2021-01-29 22:37:53
462,Irbeyskoye,55.6428,95.4522,3.25,93,100,4.16,RU,2021-01-29 22:37:53
463,Sainte-Anne-Des-Monts,49.124,-66.4924,12.2,79,100,4.61,CA,2021-01-29 22:37:53
464,Yuanping,38.7153,112.7575,24.19,80,1,2.77,CN,2021-01-29 22:37:53
465,Naryan-Mar,67.6713,53.087,-10.14,84,100,14.79,RU,2021-01-29 22:37:54
466,Chhatak,25.0333,91.6667,55.78,62,0,6.38,BD,2021-01-29 22:37:54
467,Linxia,35.6003,103.2064,22.53,79,100,1.39,CN,2021-01-29 22:37:54
468,Beira,-19.8436,34.8389,64.4,94,75,3.44,MZ,2021-01-29 22:37:54
469,Ust-Nera,64.5667,143.2,-17.16,79,100,3.58,RU,2021-01-29 22:37:54
470,Meulaboh,4.1363,96.1285,74.8,87,100,5.84,ID,2021-01-29 22:37:54
471,Lorengau,-2.0226,147.2712,84.58,73,98,10.45,PG,2021-01-29 22:37:54
472,Anloga,5.7947,0.8973,82.4,78,20,5.75,GH,2021-01-29 22:37:54
473,Kamenka,51.3223,42.7678,33.01,91,93,18.88,RU,2021-01-29 22:37:54
474,Monywa,22.1167,95.1333,63.52,64,0,3.94,MM,2021-01-29 22:37:55
475,Am Timan,11.0297,20.2827,74.14,20,3,8.7,TD,2021-01-29 22:37:55
476,Ziro,27.6333,93.8333,33.67,92,9,2.57,IN,2021-01-29 22:37:55
477,Boyuibe,-20.4167,-63.2833,89.6,51,41,2.86,BO,2021-01-29 22:37:55
478,Saint George,37.1041,-113.5841,46.4,71,75,4.61,US,2021-01-29 22:33:38
479,Dubai,25.2582,55.3047,68.0,56,0,3.44,AE,2021-01-29 22:35:06
480,Rania,29.5333,74.8333,48.02,44,0,3.49,IN,2021-01-29 22:37:56
481,Puerto Del Rosario,28.5004,-13.8627,64.4,68,0,3.44,ES,2021-01-29 22:37:56
482,Chegdomyn,51.1167,133.0167,-30.62,83,82,0.69,RU,2021-01-29 22:37:56
483,Miles City,46.4083,-105.8406,37.4,52,1,8.05,US,2021-01-29 22:37:56
484,Kecel,46.5253,19.2519,44.6,81,0,6.91,HU,2021-01-29 22:37:56
485,Quatre Cocos,-20.2078,57.7625,80.6,83,40,8.05,MU,2021-01-29 22:37:56
486,Colares,38.7992,-9.4469,59.0,100,100,15.99,PT,2021-01-29 22:37:56
487,Saint-Pierre,-21.3393,55.4781,78.8,65,0,5.75,RE,2021-01-29 22:37:56
488,Sainte-Marie,-20.8968,55.5496,78.8,61,4,13.8,RE,2021-01-29 22:37:57
489,Chulman,56.8479,124.9104,-41.01,79,100,1.63,RU,2021-01-29 22:37:57
490,Xuddur,4.1213,43.8894,66.96,70,1,14.83,SO,2021-01-29 22:37:57
491,Cabra,37.4725,-4.4421,53.6,100,90,3.44,ES,2021-01-29 22:37:57
492,Mana,5.6592,-53.7767,76.6,89,100,11.39,GF,2021-01-29 22:37:57
493,Omsukchan,62.5333,155.8,-28.77,82,99,4.81,RU,2021-01-29 22:37:57
494,Muskegon,43.3,-86.1334,26.6,54,20,3.44,US,2021-01-29 22:34:35
495,Nampula,-15.1165,39.2666,77.0,83,75,9.22,MZ,2021-01-29 22:33:44
496,Chistogorskiy,53.9835,87.3843,20.71,96,100,10.76,RU,2021-01-29 22:37:58
497,Evensk,61.95,159.2333,-3.82,83,99,13.98,RU,2021-01-29 22:37:58
498,Lata,40.1629,-8.3327,57.99,94,100,1.01,PT,2021-01-29 22:37:58
499,Faya,18.3851,42.4509,59.0,38,0,11.5,SA,2021-01-29 22:37:58
500,Limbang,4.75,115.0,78.8,89,75,2.3,MY,2021-01-29 22:33:29
501,Severobaykalsk,55.65,109.3167,-19.73,81,99,4.38,RU,2021-01-29 22:37:58
502,Luderitz,-26.6481,15.1594,70.7,38,0,21.5,NA,2021-01-29 22:37:58
503,Berlevag,70.8578,29.0864,23.0,74,75,8.05,NO,2021-01-29 22:37:59
504,Lisakovsk,52.5369,62.4936,16.18,95,100,9.78,KZ,2021-01-29 22:37:59
505,Calama,-22.4667,-68.9333,71.6,12,0,24.16,CL,2021-01-29 22:34:07
506,Barranca,-10.75,-77.7667,71.69,75,30,7.9,PE,2021-01-29 22:37:59
507,Carballo,43.213,-8.691,55.99,82,40,17.27,ES,2021-01-29 22:37:59
508,Puerto Escondido,15.85,-97.0667,84.2,74,75,11.5,MX,2021-01-29 22:37:59
509,Wanning,18.8003,110.3967,65.01,85,81,6.6,CN,2021-01-29 22:37:59
510,Tura,25.5198,90.2201,53.83,55,0,1.81,IN,2021-01-29 22:37:59
511,Solwezi,-12.1688,26.3894,62.22,91,100,2.44,ZM,2021-01-29 22:38:00
512,Vilyuysk,63.7553,121.6247,-46.07,77,97,2.46,RU,2021-01-29 22:38:00
513,Adre,13.4667,22.2,65.21,26,1,20.0,TD,2021-01-29 22:38:00
514,Khonsa,27.0167,95.5667,50.63,84,7,2.64,IN,2021-01-29 22:38:00
515,Progreso,21.2833,-89.6667,78.8,53,40,11.5,MX,2021-01-29 22:38:00
516,Holme,56.1138,10.1725,30.2,93,75,5.75,DK,2021-01-29 22:38:00
517,Grand Bank,47.0999,-55.765,26.6,80,75,20.71,CA,2021-01-29 22:38:00
518,Ngaoundere,7.3167,13.5833,65.73,26,65,3.83,CM,2021-01-29 22:38:01
519,Bac Lieu,9.285,105.7244,73.81,78,100,11.3,VN,2021-01-29 22:38:01
520,Rieti,42.4072,12.8592,46.0,100,53,20.71,IT,2021-01-29 22:38:01
521,Riyadh,24.6877,46.7219,66.2,27,13,3.91,SA,2021-01-29 22:37:06
522,Bridlington,54.0831,-0.1919,37.0,88,97,5.99,GB,2021-01-29 22:38:01
523,Aasiaat,68.7098,-52.8699,1.78,90,4,4.34,GL,2021-01-29 22:38:01
524,Dunedin,-45.8742,170.5036,59.0,62,67,8.99,NZ,2021-01-29 22:38:01
525,Mombetsu,44.3525,143.3525,25.36,98,100,12.53,JP,2021-01-29 22:38:02
526,Vao,-22.6667,167.4833,75.72,74,87,21.52,NC,2021-01-29 22:38:02
527,Joshimath,30.5667,79.5667,33.49,45,0,8.95,IN,2021-01-29 22:38:02
528,Coquimbo,-29.9533,-71.3436,66.2,68,20,12.66,CL,2021-01-29 22:38:02
529,Concepcion,-36.827,-73.0498,59.0,100,90,10.36,CL,2021-01-29 22:38:02
530,Kyshtovka,56.555,76.6271,-3.62,90,100,8.52,RU,2021-01-29 22:38:02
531,Acapulco,16.8634,-99.8901,84.2,70,75,11.5,MX,2021-01-29 22:37:31
532,Sahuaripa,29.05,-109.2333,75.36,26,94,10.47,MX,2021-01-29 22:38:03
533,Tolaga Bay,-38.3667,178.3,61.41,70,72,17.07,NZ,2021-01-29 22:38:03
534,Ozernovskiy,51.5,156.5167,14.47,87,100,13.22,RU,2021-01-29 22:38:03
535,Datong,40.0936,113.2914,18.88,84,0,4.74,CN,2021-01-29 22:38:03
536,Xining,36.6167,101.7667,13.87,73,100,2.51,CN,2021-01-29 22:38:03
537,Gamba,-2.65,10.0,78.24,88,100,7.27,GA,2021-01-29 22:38:03
538,Bonavista,48.6499,-53.1147,27.0,100,100,8.05,CA,2021-01-29 22:33:47
539,Katobu,-4.9408,122.5276,76.71,91,99,4.41,ID,2021-01-29 22:38:03
540,Olga,43.7444,135.2892,-9.15,81,19,7.2,RU,2021-01-29 22:38:04
541,Jining,35.405,116.5814,35.08,72,6,2.75,CN,2021-01-29 22:35:03
542,Hofn,64.2539,-15.2082,21.2,86,0,4.61,IS,2021-01-29 22:38:04
543,Mitsamiouli,-11.3847,43.2844,82.92,70,100,8.1,KM,2021-01-29 22:38:04
544,Strangnas,59.3774,17.0312,17.6,79,100,12.66,SE,2021-01-29 22:38:04
545,Zyryanka,65.75,150.85,-23.51,86,100,10.0,RU,2021-01-29 22:38:04
546,Luchegorsk,46.4764,134.2569,-25.47,83,16,2.21,RU,2021-01-29 22:38:04
547,La Ronge,55.1001,-105.2842,8.6,85,100,5.75,CA,2021-01-29 22:38:04
548,Zambezi,-13.5432,23.1047,64.85,96,84,2.64,ZM,2021-01-29 22:38:04
549,Verkhnevilyuysk,63.4453,120.3167,-46.26,77,94,1.99,RU,2021-01-29 22:38:05
550,Strezhevoy,60.7333,77.5889,-36.4,74,0,2.24,RU,2021-01-29 22:38:05
551,Hovd,48.0056,91.6419,11.28,80,100,0.49,MN,2021-01-29 22:38:05
552,Port Augusta,-32.5,137.7667,68.0,68,90,12.66,AU,2021-01-29 22:38:05
553,Mattru,7.6244,-11.8332,76.53,87,0,2.64,SL,2021-01-29 22:38:05
554,Ushtobe,45.2514,77.9838,14.56,86,0,7.38,KZ,2021-01-29 22:38:05
555,Kambove,-10.8764,26.5969,61.41,92,100,1.9,CD,2021-01-29 22:38:05
556,Mersing,2.4312,103.8405,78.8,83,77,13.8,MY,2021-01-29 22:36:02
557,Karratha,-20.7377,116.8463,82.78,72,59,4.38,AU,2021-01-29 22:38:05
558,Tikrit,34.6071,43.6782,48.65,78,27,5.7,IQ,2021-01-29 22:38:06
559,Kathu,7.9178,98.3332,84.0,78,20,6.91,TH,2021-01-29 22:38:06
560,Mayo,38.8876,-76.5119,32.0,43,75,11.5,US,2021-01-29 22:38:06
561,Tucumcari,35.1717,-103.725,57.2,24,1,12.66,US,2021-01-29 22:38:06
562,Imeni Poliny Osipenko,52.4201,136.4853,-7.69,91,100,9.44,RU,2021-01-29 22:38:06
563,Ous,60.9058,61.5186,-10.84,90,100,6.64,RU,2021-01-29 22:38:06
564,Price,39.5994,-110.8107,39.2,48,90,2.39,US,2021-01-29 22:38:06
565,Ipixuna,-1.7625,-48.8043,82.4,78,75,9.22,BR,2021-01-29 22:38:07
566,Pandamatenga,-18.5278,25.627,66.83,96,100,5.3,BW,2021-01-29 22:38:07
567,Yerbogachen,61.2767,108.0108,-44.46,78,52,5.46,RU,2021-01-29 22:38:07
568,Trairi,-3.2778,-39.2689,80.06,77,100,10.29,BR,2021-01-29 22:38:07
569,Egvekinot,66.3167,-179.1667,-21.24,84,1,9.42,RU,2021-01-29 22:38:07
570,Sao Felix Do Xingu,-6.6447,-51.995,76.1,83,62,1.79,BR,2021-01-29 22:38:07
571,Arenal,8.4593,-73.9433,87.12,43,87,5.28,CO,2021-01-29 22:38:07
572,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,80.74,69,68,0.4,BR,2021-01-29 22:33:20
573,Rexburg,43.826,-111.7897,37.4,81,90,6.91,US,2021-01-29 22:38:07
574,Gat,31.61,34.7642,55.99,100,23,9.13,IL,2021-01-29 22:35:00
575,Hervey Bay,-25.2986,152.8535,79.0,78,12,7.0,AU,2021-01-29 22:38:08
576,Kishi,9.0833,3.85,76.98,17,28,4.03,NG,2021-01-29 22:38:08
577,Soyo,-6.1349,12.3689,76.98,90,100,8.43,AO,2021-01-29 22:38:08
578,La Primavera,5.4906,-70.4092,86.05,43,60,6.35,CO,2021-01-29 22:38:08
579,Luwuk,-0.9516,122.7875,78.21,64,100,3.31,ID,2021-01-29 22:38:08
580,Vyyezdnoye,55.3815,43.7864,25.16,96,97,13.29,RU,2021-01-29 22:38:08
581,Marzuq,14.4,46.4667,58.06,36,0,3.85,YE,2021-01-29 22:38:09
582,Richards Bay,-28.783,32.0377,72.84,85,87,2.82,ZA,2021-01-29 22:38:09
583,San Joaquin,37.9333,-121.3011,57.0,58,1,2.68,US,2021-01-29 22:38:09
